"brain__DBA.2J"	"colon__DBA.2J"	"heart__DBA.2J"	"kidney__DBA.2J"	"liver__DBA.2J"	"lung__DBA.2J"	"skeletal.muscle__DBA.2J"	"spleen__DBA.2J"	"testis__DBA.2J"	"brain__C57BL.6"	"colon__C57BL.6"	"kidney__C57BL.6"	"liver__C57BL.6"	"lung__C57BL.6"	"skeletal.muscle__C57BL.6"	"spleen__C57BL.6"	"testis__C57BL.6"	"brain__CD1"	"colon__CD1"	"heart__CD1"	"kidney__CD1"	"liver__CD1"	"lung__CD1"	"skeletal.muscle__CD1"	"spleen__CD1"	"testis__CD1"	"metadata"
"ENSMUSG00000040563"	2206	51	134	95	254	188	40	64	656	3011	45	82	417	61	35	41	702	3719	76	132	79	341	251	69	50	514	"Plppr2 phospholipid phosphatase related 2"
"ENSMUSG00000040564"	18	1	18	22	179199	287	345	61	318	15	14	101	104130	289	57	62	177	8	14	4	64	95684	241	624	39	248	"Apoc1 apolipoprotein C-I"
"ENSMUSG00000040569"	96	1	18	198	0	6	3	0	488	36	0	79	0	0	9	0	331	49	0	13	28	0	0	0	0	210	"Slc26a7 solute carrier family 26, member 7"
"ENSMUSG00000040570"	1089	460	16	17	21	35	6	126	244	833	307	27	6	37	7	89	146	893	252	51	20	24	28	7	70	193	"Rundc3b RUN domain containing 3B"
"ENSMUSG00000040584"	615	7608	534	47	95	546	279	269	125	292	6306	69	53	677	218	308	65	294	4071	671	91	162	596	171	222	72	"Abcb1a ATP-binding cassette, sub-family B (MDR/TAP), member 1A"
"ENSMUSG00000040592"	3	430	60	27	45	680	13	15140	1	7	1083	42	61	1740	10	12520	14	0	1549	72	40	18	561	51	11468	2	"Cd79b CD79B antigen"
"ENSMUSG00000040594"	184	14	21	40	5	41	13	34	3487	160	5	38	3	39	30	26	2779	151	17	38	44	6	28	15	96	3741	"Ranbp17 RAN binding protein 17"
"ENSMUSG00000040600"	1	7124	0	18	2	0	0	0	1212	1	5489	39	0	0	5	0	1052	2	5047	0	60	3	0	4	0	1080	"Eps8l3 EPS8-like 3"
"ENSMUSG00000040612"	2789	8	97	2975	201	276	142	79	55	4854	25	2282	1111	63	105	46	24	3590	29	42	1533	9	197	47	26	42	"Ildr2 immunoglobulin-like domain containing receptor 2"
"ENSMUSG00000040640"	4044	12	7	1043	419	97	12	16	151	4879	22	683	359	98	25	20	151	5147	12	4	554	250	99	15	8	189	"Erc2 ELKS/RAB6-interacting/CAST family member 2"
"ENSMUSG00000040653"	249	11	1857	1	1	735	3317	0	9	173	20	6	0	1299	3289	0	28	194	12	1159	2	0	608	1908	0	21	"Ppp1r14c protein phosphatase 1, regulatory inhibitor subunit 14C"
"ENSMUSG00000040663"	17	97	28	74	15	187	29	1544	125	36	139	114	44	288	44	2124	151	28	295	72	87	24	358	18	1415	117	"Clcf1 cardiotrophin-like cytokine factor 1"
"ENSMUSG00000040666"	101	101	6694	6	1	81	28717	18	33	28	148	24	0	105	30090	35	26	28	260	5668	20	3	118	18809	19	45	"Sh3bgr SH3-binding domain glutamic acid-rich protein"
"ENSMUSG00000040669"	982	276	274	1162	70	430	735	492	9544	1027	179	1140	106	357	953	522	7914	1207	283	420	1414	65	589	617	531	8931	"Phc1 polyhomeotic 1"
"ENSMUSG00000040690"	298	188	164	163	35	394	150	329	3218	772	324	322	100	388	374	463	5280	390	504	403	212	79	1391	828	475	2905	"Col16a1 collagen, type XVI, alpha 1"
"ENSMUSG00000040693"	119	12	0	214	0	1162	0	6	3	71	9	517	2	911	0	5	4	67	12	0	10	0	731	0	28	6	"Slco4c1 solute carrier organic anion transporter family, member 4C1"
"ENSMUSG00000040694"	7	16	4784	33	2	22	25116	11	38	7	51	133	4	38	13283	32	37	5	45	4840	77	6	35	13063	13	42	"Apobec2 apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2"
"ENSMUSG00000040703"	157	2261	92	345	20	3256	2	63	46	70	2005	388	21	2025	5	120	57	139	2383	59	572	12	2323	18	46	61	"Cyp2s1 cytochrome P450, family 2, subfamily s, polypeptide 1"
"ENSMUSG00000040706"	27	1686	18	102	8218	2	8	4	5	15	775	48	7833	3	1	2	10	26	752	13	62	4809	0	0	4	4	"Agmat agmatine ureohydrolase (agmatinase)"
"ENSMUSG00000040713"	704	848	3920	1923	26370	3671	2613	2355	1907	485	1241	1627	14539	2167	2589	2182	1071	411	1041	2008	1374	12139	2229	1558	3503	1159	"Creg1 cellular repressor of E1A-stimulated genes 1"
"ENSMUSG00000040714"	25	5	5	33	2	63	3	17	416	18	20	12	6	41	4	13	403	57	33	0	91	6	146	7	15	524	"Klc3 kinesin light chain 3"
"ENSMUSG00000040722"	7822	2255	281	833	529	137	169	271	88	7223	3962	1429	893	94	138	262	125	9678	2586	459	1168	1281	222	106	346	89	"Scamp5 secretory carrier membrane protein 5"
"ENSMUSG00000040724"	11932	140	210	9	108	565	313	933	32	8428	131	25	195	299	318	953	64	9074	105	166	12	173	638	117	837	45	"Kcna2 potassium voltage-gated channel, shaker-related subfamily, member 2"
"ENSMUSG00000040728"	3	2376	0	287	6	796	0	0	198	1	1635	503	4	518	1	0	149	2	1691	0	266	12	667	0	1	206	"Esrp1 epithelial splicing regulatory protein 1"
"ENSMUSG00000040729"	323	16	58	233	5	410	14	20	9065	318	20	202	7	397	31	8	7168	369	8	102	157	21	215	18	26	6936	"Cep126 centrosomal protein 126"
"ENSMUSG00000040734"	54	67	233	116	90	72	94	27	2362	66	96	90	145	67	72	25	2748	95	120	170	189	173	215	175	45	1859	"Ppp1r13l protein phosphatase 1, regulatory subunit 13 like"
"ENSMUSG00000040740"	78	548	2741	757	155	23	28	5	92	92	293	760	330	13	99	6	51	121	543	1736	919	306	41	992	10	106	"Slc25a34 solute carrier family 25, member 34"
"ENSMUSG00000040747"	124	413	375	75	133	1356	131	5968	22	81	411	76	128	1209	46	3868	10	99	607	743	60	182	543	29	3727	17	"Cd53 CD53 antigen"
"ENSMUSG00000040751"	12	91	30	30	20	96	15	893	128	19	190	21	17	161	17	1000	120	21	225	64	28	3	119	4	900	142	"Lat2 linker for activation of T cells family, member 2"
"ENSMUSG00000040752"	94	1	91698	6	0	953	7	2	408	151	22	41	0	2262	36	2	66	86	37	105391	12	15	5645	215	4	632	"Myh6 myosin, heavy polypeptide 6, cardiac muscle, alpha"
"ENSMUSG00000040785"	31542	1484	2336	1112	1130	1660	4334	2021	1254	26043	1467	1252	1001	1945	4618	1764	1121	30973	1444	2904	1344	1528	1457	4105	1579	1057	"Ttc3 tetratricopeptide repeat domain 3"
"ENSMUSG00000040794"	483	7	35	22	7	5	63	7	1168	436	0	1	7	0	21	3	850	1145	17	89	34	0	5	51	6	978	"C1qtnf4 C1q and tumor necrosis factor related protein 4"
"ENSMUSG00000040797"	5396	35	106	9	1	0	89	1	20	4180	31	6	1	0	125	1	24	5347	35	93	12	3	1	117	1	36	"Iqsec3 IQ motif and Sec7 domain 3"
"ENSMUSG00000040808"	1	49502	0	4274	35	750	1	24	1	0	1709	6105	1	1604	1	9	5	5	25943	4	2786	0	411	0	5	0	"S100g S100 calcium binding protein G"
"ENSMUSG00000040812"	17	8	55	15	2	258	2	1	4905	42	8	17	3	219	14	4	4069	29	2	8	28	3	189	18	4	4676	"Agbl2 ATP/GTP binding protein-like 2"
"ENSMUSG00000040828"	17	8	0	11	53	30	5	6	4393	50	12	19	37	6	7	7	3666	26	14	0	50	88	13	7	10	4539	"Catsperd cation channel sperm associated auxiliary subunit delta"
"ENSMUSG00000040829"	9	103	115	186	115	182	22	161	6088	15	196	299	172	139	30	395	7911	3	225	200	199	94	219	11	95	5869	"Zmynd15 zinc finger, MYND-type containing 15"
"ENSMUSG00000040836"	957	137	221	50	17	145	104	65	43	656	55	53	14	61	117	61	46	1040	112	153	38	6	289	55	64	23	"Gpr161 G protein-coupled receptor 161"
"ENSMUSG00000040852"	331	377	631	209	72	918	105	214	3887	309	208	183	56	604	120	253	4601	199	223	183	131	50	561	135	227	6641	"Plekhh2 pleckstrin homology domain containing, family H (with MyTH4 domain) member 2"
"ENSMUSG00000040867"	1904	12	7	2	1	16	14	98	138	1905	15	4	0	39	25	52	142	2360	41	17	18	3	115	4	49	104	"Begain brain-enriched guanylate kinase-associated"
"ENSMUSG00000040875"	493	528	55	411	6	263	188	14	4801	683	376	418	9	128	186	23	4210	680	297	51	645	3	234	190	29	3467	"Osbpl10 oxysterol binding protein-like 10"
"ENSMUSG00000040883"	265	567	1343	1822	15946	793	378	108	1748	378	1136	2204	16465	1049	333	96	1990	376	1028	1303	1950	9231	694	463	111	1562	"Tmem205 transmembrane protein 205"
"ENSMUSG00000040891"	0	209	5	3	2786	17	0	0	43	0	402	2	2080	1	2	0	46	0	403	0	2	4530	7	0	1	61	"Foxa3 forkhead box A3"
"ENSMUSG00000040896"	2800	48	428	204	1	43	6	180	343	2698	37	155	4	22	22	177	267	2678	78	284	75	0	69	88	101	255	"Kcnd3 potassium voltage-gated channel, Shal-related family, member 3"
"ENSMUSG00000040899"	35	96	5	6	1	64	6	915	90	0	54	4	4	43	1	908	115	35	103	8	16	6	68	15	1047	93	"Ccr6 chemokine (C-C motif) receptor 6"
"ENSMUSG00000040907"	62258	104	5	5	6	191	9	316	60	42755	253	18	12	214	152	468	23	42563	192	13	10	50	220	33	355	17	"Atp1a3 ATPase, Na+/K+ transporting, alpha 3 polypeptide"
"ENSMUSG00000040918"	487	602	219	346	4857	155	297	122	763	337	300	424	4909	179	335	117	725	304	120	187	481	2594	133	193	150	762	"Slc19a2 solute carrier family 19 (thiamine transporter), member 2"
"ENSMUSG00000040936"	101	24	18	62	7	330	8	20	11607	234	17	60	7	303	29	12	14012	127	39	30	87	3	232	18	28	10826	"Ulk4 unc-51-like kinase 4"
"ENSMUSG00000040969"	9	566	5	263	4	1062	0	0	18	4	222	224	1	862	0	0	12	2	200	0	149	0	490	0	1	13	"Arhgef38 Rho guanine nucleotide exchange factor (GEF) 38"
"ENSMUSG00000040978"	35	32	28	739	32	85	0	4	1794	36	12	838	37	67	0	1	1788	20	25	0	691	44	62	0	1	1702	"Gm11992 predicted gene 11992"
"ENSMUSG00000040987"	46	88	394	94	20	611	104	107	48	74	168	231	59	982	303	237	77	99	355	1308	195	147	2601	354	411	81	"Mill2 MHC I like leukocyte 2"
"ENSMUSG00000040998"	908	2024	55	3620	35	17781	1796	2035	106	454	1416	4001	17	10994	1279	3342	134	786	1530	25	2538	12	17530	664	1523	85	"Npnt nephronectin"
"ENSMUSG00000041012"	13	40	428	157	2064	590	48	37	18	9	103	158	2107	589	54	22	25	8	81	425	111	1566	525	77	23	8	"Cmtm8 CKLF-like MARVEL transmembrane domain containing 8"
"ENSMUSG00000041020"	5784	11	41	3	0	3	13	2	166	3984	17	5	1	4	25	0	159	4006	14	55	2	0	4	0	0	199	"Map7d2 MAP7 domain containing 2"
"ENSMUSG00000041064"	6	180	14	16	5	9	6	159	54	6	153	21	25	16	2	144	46	9	178	4	22	9	12	4	440	53	"Pif1 PIF1 5'-to-3' DNA helicase"
"ENSMUSG00000041073"	1089	46	41	50	2	57	38	61	47	1029	59	46	10	73	64	162	71	1115	138	30	46	9	142	91	101	49	"Nacad NAC alpha domain containing"
"ENSMUSG00000041134"	151	116	1599	337	234	4271	346	137	127	70	74	249	126	3253	313	114	137	67	78	1274	209	147	4560	365	150	157	"Cyyr1 cysteine and tyrosine-rich protein 1"
"ENSMUSG00000041144"	88	4	9	54	1	50	1	3	1581	97	6	114	3	98	6	10	1879	12	10	4	40	0	23	0	2	1012	"Dnah7b dynein, axonemal, heavy chain 7B"
"ENSMUSG00000041180"	424	35	53	9	78	57	281	17	1253	284	5	15	51	14	221	31	711	365	8	34	14	50	20	102	16	653	"Hectd2 HECT domain E3 ubiquitin protein ligase 2"
"ENSMUSG00000041202"	5	195	159	1	1	84	108	2810	11	6	589	7	3	37	59	1806	14	6	485	195	4	3	26	66	2031	8	"Pla2g2d phospholipase A2, group IID"
"ENSMUSG00000041237"	4	5038	0	482	4588	25	0	154	6	5	5078	656	5152	8	0	267	3	0	3092	0	884	11987	4	0	1221	0	"Pklr pyruvate kinase liver and red blood cell"
"ENSMUSG00000041245"	1484	10	5	35	4	5	14	21	569	888	5	15	4	5	62	20	424	713	4	8	10	9	4	33	9	382	"Wnk3 WNK lysine deficient protein kinase 3"
"ENSMUSG00000041261"	384	269	1189	129	5044	2286	93	5	5	212	288	253	3402	2729	228	26	9	173	165	998	77	3728	2150	109	1	11	"Car8 carbonic anhydrase 8"
"ENSMUSG00000041301"	13	4772	12	228	5	410	0	3	1698	32	1695	204	4	226	2	0	1036	12	1671	0	171	6	297	0	1	792	"Cftr cystic fibrosis transmembrane conductance regulator"
"ENSMUSG00000041323"	38	33	2	92	34	793	8	6	4330	93	49	82	11	617	5	6	3792	57	64	0	125	41	524	22	7	4371	"Ak7 adenylate kinase 7"
"ENSMUSG00000041329"	15307	131	336	336	12	199	20335	363	1421	6451	102	458	13	85	10363	405	1211	8097	229	603	256	21	339	11720	971	1190	"Atp1b2 ATPase, Na+/K+ transporting, beta 2 polypeptide"
"ENSMUSG00000041343"	389	33	23	273	72	240	24	17	8312	373	5	212	46	169	24	12	9654	419	43	21	334	62	168	58	17	10694	"Ankrd42 ankyrin repeat domain 42"
"ENSMUSG00000041361"	22	717	11135	82	83	3748	100	117	227	25	772	163	40	3994	131	130	250	35	458	6292	165	29	4018	244	120	231	"Myzap myocardial zonula adherens protein"
"ENSMUSG00000041372"	25	773	0	1434	97	2	12	3	518	14	601	1402	243	0	39	6	471	21	423	4	1887	153	1	29	10	516	"B4galnt3 beta-1,4-N-acetyl-galactosaminyl transferase 3"
"ENSMUSG00000041378"	233	44	679	120	279	4699	308	482	134	176	96	121	174	5946	146	478	139	133	83	620	167	123	4275	241	353	113	"Cldn5 claudin 5"
"ENSMUSG00000041431"	3	140	14	6	1	9	3	99	284	6	142	9	7	14	1	189	579	0	99	13	16	3	6	0	295	165	"Ccnb1 cyclin B1"
"ENSMUSG00000041460"	100	8	2	3	18	119	1620	152	31	100	2	4	3	139	742	130	42	47	4	0	6	3	96	150	79	25	"Cacna2d4 calcium channel, voltage-dependent, alpha 2/delta subunit 4"
"ENSMUSG00000041476"	4	24	8389	24	0	19	13674	0	497	10	60	12	0	85	11427	0	456	0	39	7065	10	0	50	6779	1	518	"Smpx small muscle protein, X-linked"
"ENSMUSG00000041481"	18	168	113	33	86	516	10	1242	11	19	663	48	284	355	1	2598	286	11	244	85	22	150	325	0	1276	6	"Serpina3g serine (or cysteine) peptidase inhibitor, clade A, member 3G"
"ENSMUSG00000041482"	38	103	58	174	40	1463	47	49	42	52	40	92	47	1328	84	40	23	35	48	34	71	26	1230	47	38	40	"Piezo2 piezo-type mechanosensitive ion channel component 2"
"ENSMUSG00000041498"	14	229	16	11	2	19	3	272	585	10	142	7	7	38	2	280	459	3	95	47	12	3	18	22	933	488	"Kif14 kinesin family member 14"
"ENSMUSG00000041515"	69	2403	205	265	265	1073	277	6794	148	89	3407	355	285	1332	198	7535	100	118	3019	594	413	238	1421	223	6731	127	"Irf8 interferon regulatory factor 8"
"ENSMUSG00000041538"	5	337	35	19	27	365	26	6676	90	10	683	55	42	1406	17	10905	5	17	725	47	20	26	232	7	5511	142	"H2-Ob histocompatibility 2, O region beta locus"
"ENSMUSG00000041540"	866	58	101	70	1015	239	62	98	4816	901	31	96	517	205	61	109	4288	1414	14	144	73	414	242	22	62	4171	"Sox5 SRY (sex determining region Y)-box 5"
"ENSMUSG00000041548"	320	145	14030	126	6257	935	17909	92	112	237	247	115	7356	1187	19929	70	13	128	361	7918	129	8217	690	10045	136	102	"Hspb8 heat shock protein 8"
"ENSMUSG00000041556"	1120	3	5	22	0	13	2	3	563	965	6	12	6	47	5	4	625	1043	4	4	42	0	15	7	4	469	"Fbxo2 F-box protein 2"
"ENSMUSG00000041559"	325	14	157	194	21	125	616	514	84	129	52	321	101	84	6956	548	29	151	240	178	238	65	339	18401	678	204	"Fmod fibromodulin"
"ENSMUSG00000041571"	4281	1277	2520	476	2314	1785	26999	2245	2696	5399	2379	703	1630	631	18096	1360	2178	6026	2292	2382	723	2212	2268	24848	1396	3049	"Selenow selenoprotein W"
"ENSMUSG00000041607"	90793	806	265	205	22	1196	344	1487	66	49439	863	335	39	1054	784	1675	105	30641	907	306	270	118	1385	1069	1647	59	"Mbp myelin basic protein"
"ENSMUSG00000041608"	302	37	0	6	4	173	0	2	57	284	74	3	4	94	1	1	41	148	54	0	8	0	77	0	1	49	"Entpd3 ectonucleoside triphosphate diphosphohydrolase 3"
"ENSMUSG00000041617"	321	23	14	11	6	70	14	41	1779	366	14	5	21	68	41	42	1131	430	10	17	4	12	67	11	81	1392	"Ccdc74a coiled-coil domain containing 74A"
"ENSMUSG00000041623"	184	176	210	193	226	256	204	287	6685	225	182	204	177	148	113	319	5857	208	151	229	316	229	156	193	284	8059	"D11Wsu47e DNA segment, Chr 11, Wayne State University 47, expressed"
"ENSMUSG00000041644"	7	260	0	8666	0	105	0	0	1	5	1915	5578	0	156	0	0	1	6	178	0	6816	0	71	0	0	8	"Slc5a12 solute carrier family 5 (sodium/glucose cotransporter), member 12"
"ENSMUSG00000041653"	64	6	5	12	6	14	154	2	6	232	14	112	7	6	183	8	7	89	10	8	32	12	10	529	7	9	"Pnpla3 patatin-like phospholipase domain containing 3"
"ENSMUSG00000041658"	2081	16	62	27	0	58	28	77	261	1350	9	46	3	54	65	104	254	1676	19	30	26	3	39	29	66	200	"Rragb Ras-related GTP binding B"
"ENSMUSG00000041660"	135	615	7	19	7285	85	5	3	72	46	1219	25	5325	79	9	0	83	23	570	4	50	5130	44	0	2	68	"Bbox1 butyrobetaine (gamma), 2-oxoglutarate dioxygenase 1 (gamma-butyrobetaine hydroxylase)"
"ENSMUSG00000041670"	5572	179	9	1	0	3	2	0	50	6035	159	1	0	8	20	0	49	6309	217	0	6	9	13	7	0	45	"Rims1 regulating synaptic membrane exocytosis 1"
"ENSMUSG00000041673"	15	8	30	10	49	189	26	54	12478	14	11	6	8	75	24	30	11561	14	12	13	34	6	54	26	16	13949	"Lrrc18 leucine rich repeat containing 18"
"ENSMUSG00000041679"	55	101	46	184	181	145	66	181	1967	81	114	178	312	70	44	149	1832	58	122	21	205	250	108	58	260	1916	"Lrrc29 leucine rich repeat containing 29"
"ENSMUSG00000041688"	774	896	320	1404	346	332	5009	66	340	595	354	985	337	205	5976	102	202	589	359	306	806	373	162	3510	86	221	"Amot angiomotin"
"ENSMUSG00000041695"	512	114	1195	226	26	505	4434	90	9	300	137	116	12	303	2635	117	6	563	161	667	111	35	202	2102	157	4	"Kcnj2 potassium inwardly-rectifying channel, subfamily J, member 2"
"ENSMUSG00000041708"	3191	0	0	371	1	0	0	21	219	3292	0	376	1	0	20	24	166	5583	2	0	598	0	0	0	17	496	"Mpped1 metallophosphoesterase domain containing 1"
"ENSMUSG00000041729"	3326	61	422	200	94	867	275	68	60	3458	99	259	109	784	259	91	95	3757	78	650	147	97	1796	361	78	106	"Coro2b coronin, actin binding protein, 2B"
"ENSMUSG00000041737"	3	7042	30	1074	5	59	1250	5	190	2	8602	1118	4	20	212	6	222	0	2121	0	203	3	1	66	1	166	"Tmem45b transmembrane protein 45b"
"ENSMUSG00000041773"	11870	307	597	159	97	433	216	515	625	15739	247	161	166	378	105	491	614	15520	273	459	83	71	422	230	488	560	"Enc1 ectodermal-neural cortex 1"
"ENSMUSG00000041782"	28	7255	127	3072	225	166	0	139	10	32	6828	1998	395	101	0	137	6	26	7402	195	2320	214	132	0	56	8	"Lad1 ladinin"
"ENSMUSG00000041794"	1255	60	175	36	5	195	64	2	32	1339	48	31	12	209	34	3	14	1800	87	144	46	12	727	55	3	53	"Myrip myosin VIIA and Rab interacting protein"
"ENSMUSG00000041798"	29	13	237	1	5876	54	428	0	166	37	45	2	3812	52	327	1	329	29	29	531	2	4833	25	992	1	467	"Gck glucokinase"
"ENSMUSG00000041801"	438	27	295	58	17	329	847	154	36	206	55	110	16	422	3522	104	54	197	95	344	99	9	527	2645	177	49	"Phlda3 pleckstrin homology like domain, family A, member 3"
"ENSMUSG00000041809"	23	14	71	25	6	375	26	43	10743	46	14	20	3	329	36	24	10533	14	10	89	32	9	222	18	23	9370	"Efhc1 EF-hand domain (C-terminal) containing 1"
"ENSMUSG00000041817"	1830	25	23	35	12	10	64	14	991	1577	11	39	10	5	51	13	886	1760	6	30	20	15	6	15	27	968	"Fam169a family with sequence similarity 169, member A"
"ENSMUSG00000041827"	1	1866	55	35	179	34	15	74	24	1	2697	54	699	39	19	270	38	0	1976	102	101	347	37	7	164	40	"Oasl1 2'-5' oligoadenylate synthetase-like 1"
"ENSMUSG00000041831"	1	214	14	33	1	38	0	47	31	2	370	20	0	28	9	100	36	0	227	13	32	0	33	11	39	26	"Sytl3 synaptotagmin-like 3"
"ENSMUSG00000041840"	130	258	470	197	324	172	438	303	2634	155	294	223	227	284	403	332	3266	145	330	420	165	291	176	325	339	3168	"Haus1 HAUS augmin-like complex, subunit 1"
"ENSMUSG00000041886"	9	46	0	65	6	492	1	1	96	1	17	73	4	438	0	0	73	3	31	0	46	0	323	0	2	2	"Macc1 metastasis associated in colon cancer 1"
"ENSMUSG00000041889"	2156	20	60	161	6	82	6130	91	13	2354	82	210	12	89	5935	72	8	2008	122	102	135	9	107	4506	58	13	"Shisa4 shisa family member 4"
"ENSMUSG00000042010"	96	365	2831	591	1719	471	16835	196	241	106	253	1379	3713	264	14829	356	304	101	324	2254	1305	5708	553	18083	258	240	"Acacb acetyl-Coenzyme A carboxylase beta"
"ENSMUSG00000042041"	0	3459	2	53	355	0	20	0	17	0	3184	73	162	1	1	0	11	0	3703	0	79	306	0	102	0	19	"2010003K11Rik RIKEN cDNA 2010003K11 gene"
"ENSMUSG00000042050"	562	142	143	431	219	379	767	198	3698	755	128	438	250	398	1299	154	4520	624	207	178	369	212	351	584	198	3806	"Dync2i1 dynein 2 intermediate chain 1"
"ENSMUSG00000042078"	2326	15	0	36	0	2	0	0	684	2704	15	31	0	0	6	0	894	3306	35	0	54	0	0	0	0	897	"Svop SV2 related protein"
"ENSMUSG00000042109"	2428	22	956	146	20	28	34	52	193	2053	23	87	12	42	47	114	252	1928	37	909	81	3	81	26	41	197	"Csdc2 cold shock domain containing C2, RNA binding"
"ENSMUSG00000042118"	5	0	0	3734	9360	0	2	0	46	4	3	3105	9262	0	0	0	70	5	2	0	4476	10168	0	0	1	36	"Bhmt2 betaine-homocysteine methyltransferase 2"
"ENSMUSG00000042129"	725	667	638	127	1032	1642	204	1363	132	209	507	138	251	1002	143	2084	159	255	394	1248	131	11302	1219	139	2161	121	"Rassf4 Ras association (RalGDS/AF-6) domain family member 4"
"ENSMUSG00000042156"	2068	87	108	220	22	284	111	211	7698	1627	66	130	21	245	110	278	7394	1847	103	98	173	21	251	84	147	7577	"Dzip1 DAZ interacting protein 1"
"ENSMUSG00000042182"	5173	7	83	3	17	22	3	39	39	2827	9	5	4	34	16	27	67	3176	19	72	0	24	21	4	59	45	"Bend6 BEN domain containing 6"
"ENSMUSG00000042195"	105	1977	5	324	15	14	0	82	333	70	1974	417	34	23	5	103	372	92	1532	8	369	12	15	0	75	420	"Slc35f2 solute carrier family 35, member F2"
"ENSMUSG00000042197"	1752	397	799	576	682	768	527	883	15476	1585	311	501	480	796	525	792	13249	1621	304	654	606	673	679	482	811	14110	"Zfp451 zinc finger protein 451"
"ENSMUSG00000042213"	148	24	187	20	1359	113	8	73	7928	103	5	20	919	65	20	64	6813	73	37	106	38	837	73	18	100	7605	"Zfand4 zinc finger, AN1-type domain 4"
"ENSMUSG00000042216"	2129	96	25	78	57	210	26	3	86	2550	116	110	102	138	29	0	121	2882	143	64	103	100	144	18	4	98	"Sgsm1 small G protein signaling modulator 1"
"ENSMUSG00000042246"	536	424	168	46	190	76	1083	16	7126	439	222	37	184	66	948	9	5712	265	215	123	34	400	171	204	2	3834	"Tmc7 transmembrane channel-like gene family 7"
"ENSMUSG00000042251"	113	3878	350	9383	9418	180	51	7	163	36	1617	3513	7362	72	21	9	57	58	2224	242	8988	10991	118	223	13	104	"Pm20d1 peptidase M20 domain containing 1"
"ENSMUSG00000042254"	3	52	191	6	9	64	827	240	121	2	129	31	7	25	1773	393	39	3	161	102	12	15	24	1766	59	55	"Cilp cartilage intermediate layer protein, nucleotide pyrophosphohydrolase"
"ENSMUSG00000042293"	30	67	214	302	373	88	108	66	7155	16	60	146	309	30	55	46	6069	38	78	140	353	200	51	161	41	5211	"Gm5617 predicted gene 5617"
"ENSMUSG00000042320"	90	39	30	51	67	62	70	83	1287	117	31	54	85	52	70	97	1322	95	31	42	81	91	78	113	85	1277	"Prox2 prospero homeobox 2"
"ENSMUSG00000042345"	3	37	12	4	5	59	3	576	50	3	79	7	12	109	1	637	37	2	64	13	6	9	43	0	621	85	"Ubash3a ubiquitin associated and SH3 domain containing, A"
"ENSMUSG00000042351"	3	264	14	36	28	465	9	4010	100	8	367	31	31	526	6	4344	60	0	399	68	12	32	381	0	3590	68	"Grap2 GRB2-related adaptor protein 2"
"ENSMUSG00000042410"	1397	874	1057	19480	643	1789	1263	1171	420	1087	644	10507	466	1545	1299	1088	340	1381	909	1053	11278	564	1265	912	1473	435	"Agps alkylglycerone phosphate synthase"
"ENSMUSG00000042425"	1156	1	106	169	0	6	1	2	44	775	3	98	0	1	4	3	18	1115	4	110	155	0	4	4	0	26	"Frmpd3 FERM and PDZ domain containing 3"
"ENSMUSG00000042436"	36	125	1078	18	18	10109	276	578	221	32	354	47	28	6541	601	314	143	49	475	2475	48	44	14705	1036	276	333	"Mfap4 microfibrillar-associated protein 4"
"ENSMUSG00000042474"	5	156	2	10	15	147	1	4590	11	3	385	11	19	565	6	7398	138	0	558	42	8	9	288	11	5871	8	"Fcmr Fc fragment of IgM receptor"
"ENSMUSG00000042476"	135	7	509	8	9332	13	9078	644	90	178	5	8	10888	10	8865	563	65	128	8	369	10	8749	15	5283	2025	64	"Abcb4 ATP-binding cassette, sub-family B (MDR/TAP), member 4"
"ENSMUSG00000042515"	121	4	58	48	7	122	230	7	1313	77	8	47	3	89	234	4	1388	61	10	55	34	0	135	157	4	1025	"Pwwp3b PWWP domain containing 3B"
"ENSMUSG00000042529"	211	14	173	32	0	23	2196	0	6	220	9	33	0	20	2231	0	3	180	19	115	46	0	72	2273	2	6	"Kcnj12 potassium inwardly-rectifying channel, subfamily J, member 12"
"ENSMUSG00000042532"	2679	35	14	1	1	2	437	2	381	1766	28	1	1	0	234	2	292	2395	37	0	0	3	1	69	1	252	"Golga7b golgi autoantigen, golgin subfamily a, 7B"
"ENSMUSG00000042564"	200	10	30	50	27	155	22	27	1353	274	26	84	37	199	31	28	1537	202	12	38	54	29	136	7	36	1464	"Fam227a family with sequence similarity 227, member A"
"ENSMUSG00000042567"	123	2254	2	2	1	104	1	7	521	196	17	3	0	124	0	4	406	135	134	4	0	0	43	0	16	289	"Nek10 NIMA (never in mitosis gene a)- related kinase 10"
"ENSMUSG00000042589"	1544	170	180	104	13	158	27	16	263	1820	253	69	20	120	80	34	307	2220	260	178	105	35	233	190	36	252	"Cux2 cut-like homeobox 2"
"ENSMUSG00000042607"	48	46	69	2	37	8	743	9	2266	13	9	17	14	6	827	11	1987	2	136	68	4	9	2	602	7	1767	"Asb4 ankyrin repeat and SOCS box-containing 4"
"ENSMUSG00000042616"	945	38	78	147	2	296	113	31	10752	1179	65	166	14	323	146	34	11229	1028	62	51	209	0	184	36	22	13832	"Oscp1 organic solute carrier partner 1"
