"epidermis__standard_1h"	"epidermis__140mM_1h"	"epidermis__140mM_3h"	"epidermis__140mM_8h"	"epidermis__140mM_20h"	"epidermis__140mM_32h"	"epidermis__140mM_48h"	"cortex__standard_1h"	"cortex__140mM_1h"	"cortex__140mM_3h"	"cortex__140mM_8h"	"cortex__140mM_20h"	"cortex__140mM_32h"	"cortex__140mM_48h"	"endodermis__standard_1h"	"endodermis__140mM_1h"	"endodermis__140mM_3h"	"endodermis__140mM_8h"	"endodermis__140mM_20h"	"endodermis__140mM_32h"	"endodermis__140mM_48h"	"stele__standard_1h"	"stele__140mM_1h"	"stele__140mM_3h"	"stele__140mM_8h"	"stele__140mM_20h"	"stele__140mM_32h"	"stele__140mM_48h"	"Annotation"
"SAH7"	7.292262	6.32804	5.330732	5.668304	6.132293	5.829529	5.124481	9.578036	7.834042	8.409481	8.714753	8.826071	9.487034	9.095259	9.020622	8.060568	7.171358	8.030594	7.895062	8.565429	8.222726	8.94707	9.177653	9.149484	10.217419	9.623469	10.547381	10.433151	"Encodes a protein, expressed in leaves, with similarity to pollen allergens."
"SULTR1.1"	6.454443	6.154287	3.635022	3.34781	5.45826	4.309249	4.269054	7.118525	6.289411	5.176025	4.885601	6.044767	4.829271	4.77211	6.043934	5.30619	3.91503	2.707402	3.015881	3.500252	5.094989	7.638589	6.505839	4.369185	4.485919	6.331089	5.324125	4.059924	"Encodes a sulfate transporter. Contains STAS domain. Expressed in roots and guard cells. Up-regulated by sulfur deficiency."
"BP..BP1..KNAT1"	3.24915	4.229607	2.798495	3.136989	4.05696	3.551244	4.931441	5.421197	4.653435	3.408116	5.036942	4.428816	3.054292	5.618894	5.149863	5.844529	5.114252	5.159127	5.521308	4.431883	5.337085	4.697224	5.06722	5.207786	4.997741	4.825822	4.983081	4.768473	"A member of class I knotted1-like homeobox gene family (together with KNAT2). Similar to the knotted1 (kn1) homeobox gene of maize. Normally expressed in the peripheral and rib zone of shoot apical meristem but not in the leaf primordia. It is also expressed in the fourth floral whorl, in the region that would become style, particularly in the cell surrounding the transmitting tissue. No expression was detected in the first three floral whorls. Expression is repressed by auxin and AS1 which results in the promotion of leaf fate., A member of class I knotted1-like homeobox gene family (together with KNAT2). Similar to the knotted1 (kn1) homeobox gene of maize. Normally expressed in the peripheral and rib zone of shoot apical meristem but not in the leaf primordia. It is also expressed in the fourth floral whorl, in the region that would become style, particularly in the cell surrounding the transmitting tissue. No expression was detected in the first three floral whorls. Expression is repressed by auxin and AS1 which results in the promotion of leaf fate., A member of class I knotted1-like homeobox gene family (together with KNAT2). Similar to the knotted1 (kn1) homeobox gene of maize. Normally expressed in the peripheral and rib zone of shoot apical meristem but not in the leaf primordia. It is also expressed in the fourth floral whorl, in the region that would become style, particularly in the cell surrounding the transmitting tissue. No expression was detected in the first three floral whorls. Expression is repressed by auxin and AS1 which results in the promotion of leaf fate."
"ACS11"	4.114904	1.8603	1.794973	1.101754	2.790646	2.419348	1.729235	8.834888	8.040646	7.715454	7.217116	6.690963	7.539607	7.416538	8.659985	6.936853	6.065907	6.504052	5.912331	7.043973	6.817991	8.959586	8.595584	9.024477	7.793197	7.4009	8.092122	8.157152	"encodes an aminotransferase that belongs to ACC synthase gene family structurally"
"PSBQ..PSBQ.2..PSII.Q"	4.078442	1.633353	2.07663	2.964203	2.826741	2.376479	2.677626	7.735601	8.520232	8.248772	8.013958	7.640463	6.997799	7.470435	7.509338	7.396618	6.573401	7.64491	7.53351	6.97037	7.758418	6.63672	6.451335	5.567735	5.174703	4.652715	5.465959	6.085852	"Encodes the PsbQ subunit of the oxygen evolving complex of photosystem II., Encodes the PsbQ subunit of the oxygen evolving complex of photosystem II., Encodes the PsbQ subunit of the oxygen evolving complex of photosystem II."
"AtMYB74..MYB74"	6.581379	7.53458	8.418668	7.949706	6.548709	7.166011	7.174384	9.99226	11.211099	10.162064	9.821306	9.293305	8.330788	9.629242	10.410389	11.910312	10.717379	10.761688	9.744735	10.818028	10.577098	8.840273	9.386906	9.194918	9.016149	8.073663	8.211789	8.029375	"Member of the R2R3 factor gene family., Member of the R2R3 factor gene family."
"ATK5"	6.392377	6.401482	5.990498	7.119371	6.807359	7.50083	7.065447	4.266777	4.576777	5.516933	4.590197	6.409121	6.236595	5.348594	4.347972	5.653726	4.787792	5.7036	6.469755	6.066428	5.788554	5.386173	5.586327	5.165939	4.845064	5.336337	5.897323	7.09972	"ATK5 encodes a kinesin protein involved in microtubule spindle morphogenesis. It acts as a minus-end directed motor as well as a plus-end tracking protein (+TIP). Localizes to mitotic spindle midzones and regions rich in growing plus-ends within phragmoplasts."
"CRK25"	8.827876	8.449127	6.381507	6.021033	4.566696	4.795006	5.87438	8.91233	7.435096	8.107456	7.118166	8.12772	7.664435	7.909005	7.911984	6.257849	4.004314	3.427898	3.21021	2.883366	3.596714	10.597132	8.178018	8.074336	7.238723	7.359874	6.940973	6.85478	"Encodes a cysteine-rich receptor-like protein kinase."
"DES.1.LIKE"	6.341066	5.73671	5.0313	5.194238	5.605388	3.789306	5.953666	5.721874	4.592199	4.55405	5.111992	5.280704	4.598082	4.515379	5.925322	4.467462	4.380427	3.972984	5.296307	5.444043	3.069537	5.843064	5.291619	4.540451	4.774498	5.565453	4.84718	1.832627	"Encodes a sphingolipid delta4-desaturase, involved in sphingolipid biosynthesis. Specifically expressed in floral tissues. Knockout mutants were devoid of sphinga-4,8-dienine in floral tissues."
"ATPC1"	6.111808	5.994909	4.798522	4.539482	5.443121	5.539382	5.889853	9.166986	9.084084	9.296448	9.609846	8.786314	8.26883	8.737409	8.276687	7.227105	7.672065	8.316681	7.592619	7.45174	7.203955	8.135168	8.231798	7.947396	8.325335	7.723512	7.720942	8.134985	"One of two genes (with ATPC2) encoding the gamma subunit of Arabidopsis chloroplast ATP synthase."
"ATCPK23..CPK23"	4.7398088	5.263504	4.6174058	4.9477644	5.0047324	3.5635991	4.0593769	5.2839123	4.3097436	4.8339474	4.7589805	4.8130935	4.4637858	4.7458402	4.3078831	1.5936075	4.5920627	5.1440199	4.8420475	3.9716773	2.7494892	5.3560738	2.7801209	5.017603	4.6206514	4.5179898	4.8144989	0.7789498	"member of Calcium Dependent Protein Kinase, member of Calcium Dependent Protein Kinase"
"RIC10"	7.234647	5.590028	3.822084	4.161158	5.234178	5.158711	4.742744	6.577312	4.937767	4.995782	5.037381	6.004536	4.739396	5.370985	6.504104	5.392076	3.423035	3.802889	4.308564	4.951809	3.031735	7.695903	5.904929	4.194283	5.456832	7.337699	6.609704	5.407926	"encodes a member of a novel protein family that contains contain a CRIB (for Cdc42/Rac-interactive binding) motif required for their specific interaction with GTP-bound Rop1 (plant-specific Rho GTPase). Most similar to RIC9 and RIC11 (subfamily group I). Gene is expressed predominantly in roots, leaves, and seedlings."
"ATSYP123..SYP123"	7.993377	6.766746	5.317716	6.067887	6.696409	5.900337	4.535494	7.555184	6.237025	6.686986	6.486256	6.927823	5.873134	5.245386	7.730055	6.682536	4.627786	5.37122	5.497828	5.59626	3.949671	8.560983	7.196693	5.738752	6.811393	8.177147	7.158863	6.417849	"member of SYP12 Gene Family, member of SYP12 Gene Family"
"XTH9"	4.638324	2.996142	3.392834	3.649536	2.189684	4.119068	3.622567	5.485615	1.789437	3.637131	4.756527	2.270008	4.501875	4.058419	5.914779	4.064072	3.996849	4.629853	5.158943	5.73618	4.585188	5.599138	4.454263	4.129901	5.52542	3.668985	4.959136	6.117149	"encodes a member of xyloglucan endotransglucosylase/hydrolases (XTHs) that catalyze the cleavage and molecular grafting of xyloglucan chains function in loosening and rearrangement of the cell wall. Gene is expressed in shoot apex region, flower buds, flower stalks and internodes bearing flowers."
"PETC..PGR1"	4.756558	2.698526	3.236667	3.760967	3.371973	4.689353	5.513781	8.198045	9.278708	8.969835	9.678409	9.073043	8.457965	9.132678	7.374514	5.780426	6.068772	8.016851	8.431175	7.813981	7.897976	6.668469	7.940181	7.982378	9.099034	8.308716	8.821255	9.445192	"Encodes the Rieske FeS center of cytochrome b6f complex. Gene is expressed in shoot but not in root. Mutant has reduced electron transport at saturating light intensities and Q-cycle activity is hypersensitive to acidification of the thylakoid lumen., Encodes the Rieske FeS center of cytochrome b6f complex. Gene is expressed in shoot but not in root. Mutant has reduced electron transport at saturating light intensities and Q-cycle activity is hypersensitive to acidification of the thylakoid lumen."
"AOP..AOP1..AOP1.1"	5.866408	5.535204	3.657612	4.150798	3.444104	4.252732	4.596217	7.391877	4.943537	6.466346	4.695796	5.604678	6.065766	5.232133	7.197146	5.852764	4.012993	3.230058	2.779952	2.759343	2.515736	7.345524	4.049918	2.811454	4.955238	5.423505	3.904892	4.904179	"Encodes a possible 2-oxoglutarate-dependent dioxygenase that is involved in glucosinolate biosynthesis. The gene is expressed in all ecotypes examined but the enzymatic activity has not been determined experimentally.  In Col, there is one copy of this gene (aka AOP1.1) but Ler contains two copies, AOP1.1 and a tightly linked AOP1.2., Encodes a possible 2-oxoglutarate-dependent dioxygenase that is involved in glucosinolate biosynthesis. The gene is expressed in all ecotypes examined but the enzymatic activity has not been determined experimentally.  In Col, there is one copy of this gene (aka AOP1.1) but Ler contains two copies, AOP1.1 and a tightly linked AOP1.2., Encodes a possible 2-oxoglutarate-dependent dioxygenase that is involved in glucosinolate biosynthesis. The gene is expressed in all ecotypes examined but the enzymatic activity has not been determined experimentally.  In Col, there is one copy of this gene (aka AOP1.1) but Ler contains two copies, AOP1.1 and a tightly linked AOP1.2."
"PSAD.1"	5.753111	5.284552	5.085626	5.248386	5.586555	5.576117	5.295197	8.622434	8.598821	8.326652	8.881817	7.87756	7.778688	8.081183	7.908262	7.636599	6.887154	8.67351	8.535039	7.663684	8.243848	7.704532	6.741267	6.646325	7.469267	7.14815	7.361835	7.329893	"Encodes a protein predicted by sequence similarity with spinach PsaD to be photosystem I reaction center subunit II (PsaD1)"
"AtPMS1..PMS1"	4.844815	5.673654	5.818552	5.941427	6.080819	6.440209	6.737197	3.368406	5.025944	5.237774	5.215169	5.839912	6.111794	5.957686	2.388914	2.986506	4.97043	4.066131	5.8685	5.439283	5.472412	5.483061	5.723144	4.950293	6.140567	5.62634	5.244618	5.999538	"Encodes a protein similar to PMS1 in yeast, a member of the family of eukaryotic MutL homologs. The protein appears to play a role in DNA mismatch repair and in the suppression of somatic homeologous recombination., Encodes a protein similar to PMS1 in yeast, a member of the family of eukaryotic MutL homologs. The protein appears to play a role in DNA mismatch repair and in the suppression of somatic homeologous recombination."
"TROL"	3.332091	4.969113	4.738437	4.132805	4.427014	3.945918	4.883408	6.717791	7.144368	6.688764	7.185125	7.224833	6.749766	7.022114	6.962065	6.684142	6.537166	6.743208	7.030818	6.866222	6.212878	6.35673	7.442888	7.402766	7.009971	6.726138	7.136886	7.130373	"hydroxyproline-rich glycoprotein family protein, contains a rhodanese homology domain. Required  for anchoring the FNR flavoenzyme to the thylakoid membranes  and sustaining high efficiency photosynthetic linear electron flow."
"ATCNGC13..CNGC13"	4.715001	2.069413	4.395869	5.189049	2.872001	5.253521	4.198554	5.215794	4.843928	6.237872	7.009858	7.27286	6.22058	7.754043	2.78024	4.684779	6.795572	6.767469	7.068631	6.916546	7.255057	4.196623	5.220266	5.577005	6.216044	5.25937	6.017716	5.392342	"member of Cyclic nucleotide gated channel family, member of Cyclic nucleotide gated channel family"
"AHDP..ANL2"	8.418274	8.707096	9.195484	9.466089	9.107272	9.356832	9.082611	7.17416	7.069745	7.412087	8.231137	8.032386	7.806258	7.322758	6.162174	6.492175	5.549491	6.637497	5.67066	6.987257	6.628963	6.56271	6.592958	5.520182	6.691418	7.182269	6.760606	6.22126	"Encodes a homeodomain protein of the HD-GLABRA2 group. Involved in the accumulation of anthocyanin and in root development, Encodes a homeodomain protein of the HD-GLABRA2 group. Involved in the accumulation of anthocyanin and in root development"
"CRK41"	3.49122	2.795855	4.496974	4.552192	2.962612	3.738367	3.766865	3.99286	2.96519	3.525082	4.682236	3.53731	3.367402	2.496025	3.267518	4.846761	3.526491	5.201203	4.984617	3.480296	2.588766	4.37179	3.852175	4.201526	3.755132	2.156075	3.58639	4.541599	"Encodes a cysteine-rich receptor-like protein kinase."
"ATMYC1..myc1"	7.931101	8.263773	7.81905	7.911874	8.120419	8.405112	7.515286	7.731324	7.47154	7.307389	6.754908	6.796377	7.029845	6.802514	6.977999	7.034584	5.945833	6.164589	5.451503	6.045792	6.338686	5.218138	5.643599	4.937356	5.93657	5.808747	5.703137	5.006966	"MYC-related protein with a basic helix-loop-helix motif at the C-terminus and a region similar to the maize B/R family at the N-terminus, MYC-related protein with a basic helix-loop-helix motif at the C-terminus and a region similar to the maize B/R family at the N-terminus"
"JLO..LBD30"	4.054396	2.248202	2.089089	2.015546	2.085573	2.72867	2.854301	2.997784	3.346398	3.556631	3.771897	2.924407	1.976876	3.54486	3.354251	3.719307	4.028914	3.147851	4.538837	3.822143	3.637586	5.327039	7.629568	7.603907	7.956981	6.51898	7.440075	7.057373	"Encodes a protein containing a LOB domain that is expressed in embryos, flower primordium and lateral floral organ boundaries. Overexpression is correlated with activation of STM and KNAT1 and down regulation of PIN1 and reduced auxin transport levels. Ectopic expression in plants results in premature termination of the shoot apical meristem and small, lobed leaves., Encodes a protein containing a LOB domain that is expressed in embryos, flower primordium and lateral floral organ boundaries. Overexpression is correlated with activation of STM and KNAT1 and down regulation of PIN1 and reduced auxin transport levels. Ectopic expression in plants results in premature termination of the shoot apical meristem and small, lobed leaves."
"CER60..KCS5"	10.063906	9.278974	8.907872	8.779192	7.706397	8.214443	7.852428	9.657371	6.914434	8.694218	7.101831	7.068418	6.559657	7.18555	9.158849	5.673562	5.446246	5.533141	4.809139	4.674382	3.41216	11.362731	6.755752	6.762516	7.367669	7.750814	6.848091	6.990222	"Encodes KCS5, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids)., Encodes KCS5, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids)."
"ATSOT17..ATST5C..SOT17"	6.704331	3.429568	4.396215	4.831918	6.349708	5.642891	6.152961	6.366131	3.78811	6.312772	7.578834	7.652251	7.16593	7.401755	5.860835	4.52179	8.247128	8.490818	9.498222	9.27672	9.442912	7.61337	5.854376	7.988174	7.923589	8.602171	9.036835	8.516673	"encodes a desulfoglucosinolate sulfotransferase, involved in the final step of glucosinolate core structure biosynthesis. Has a broad-substrate specificity with preference with methionine-derived desulfoglucosinolates., encodes a desulfoglucosinolate sulfotransferase, involved in the final step of glucosinolate core structure biosynthesis. Has a broad-substrate specificity with preference with methionine-derived desulfoglucosinolates., encodes a desulfoglucosinolate sulfotransferase, involved in the final step of glucosinolate core structure biosynthesis. Has a broad-substrate specificity with preference with methionine-derived desulfoglucosinolates."
"PDCB3"	5.101224	5.868937	6.404019	6.22105	6.706593	6.887138	6.790075	5.531066	6.018421	5.510934	6.349322	6.671025	6.731405	6.457365	3.2344	4.132154	5.288656	5.246417	6.538978	6.462639	6.82931	5.016312	5.399298	4.53033	5.801076	5.967651	6.225081	6.282465	"Encodes a member of the X8-GPI family of proteins. It localizes to the plasmodesmata and is predicted to bind callose."
"ATCLH1..ATHCOR1..CLH1..CORI1"	3.223231	3.335621	2.366069	3.740245	3.2576	2.943894	2.839425	4.233457	2.425689	3.251254	5.021139	6.38161	3.848653	6.77642	2.636176	4.49735	4.095592	2.668525	5.082929	1.9859	3.034495	3.329755	3.605672	4.273559	3.390341	3.396183	4.875699	5.101548	"Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation., Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation., Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation., Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation."
