"root_total__control"	"root_total__hypoxia"	"root_p35S__control"	"root_p35S__hypoxia"	"root_pSCR__control"	"root_pSCR__hypoxia"	"root_pSHR__control"	"root_pSHR__hypoxia"	"root_pWOL__control"	"root_pWOL__hypoxia"	"root_pGL2__control"	"root_pGL2__hypoxia"	"root_pSUC2__control"	"root_pSUC2__hypoxia"	"root_pSultr2.2__control"	"root_pCO2__control"	"root_pCO2__hypoxia"	"root_pPEP__control"	"root_pPEP__hypoxia"	"root_pRPL11C__control"	"root_pRPL11C__hypoxia"	"shoot_total__control"	"shoot_total__hypoxia"	"shoot_p35S__control"	"shoot_p35S__hypoxia"	"shoot_pGL2__control"	"shoot_pGL2__hypoxia"	"shoot_pRBCS__control"	"shoot_pRBCS__hypoxia"	"shoot_pSUC2__control"	"shoot_pSUC2__hypoxia"	"shoot_pSultr2.2__control"	"shoot_pCER5__control"	"shoot_pCER5__hypoxia"	"shoot_pKAT1__control"	"shoot_pKAT1__hypoxia"	"metadata"
"GAPA.GAPA.1"	6.53391647725	6.77898299033333	8.42940599833333	7.679011426	6.930396394	5.978138932	8.3049128195	7.4083949775	7.798048786	7.3465687225	8.911629503	8.038947617	8.691826673	7.4531711865	8.7873589695	7.5470104885	6.863912923	7.532115622	6.7658944535	7.8819575555	6.2734333405	13.96607158	13.8701160066667	13.104490915	13.323114665	13.137189	13.50716998	13.48223657	13.35737867	12.8931348	13.084818405	13.485787925	12.569645505	13.2919159	13.614296575	13.907218925	"glyceraldehyde 3-phosphate dehydrogenase A subunit (GapA) identical to glyceraldehyde 3-phosphate dehydrogenase A subunit (GapA) GB:M64114 (Gene 104, 133-138 (1991)); supported by cDNA: gi_166701_gb_M64114.1_ATHGAPAA"
"CCL"	4.68416755125	5.340710583	4.81908070833333	5.3662007365	5.462127231	6.4525975865	4.691557666	5.4771253845	4.774322598	5.7669650155	4.73557865333333	5.348926545	4.6821506035	5.061499441	4.641174547	4.5898387405	5.3237465545	4.6445378415	5.8592578075	4.643628349	5.031400598	9.667508902	10.1433426063333	10.27702984	10.71747722	10.1868481245	10.62153189	10.733712945	11.235401595	9.6297621195	8.5996237555	11.306530375	10.0721509785	9.975456131	11.260226665	11.31126969	"light regulated protein, putative similar to light regulated protein precursor GB:Q03200 [Oryza sativa] (Plant Mol. Biol. 22 (1), 165-170 (1993)), ccr protein GB:S52663 [Citrus X paradisi] (Plant Mol. Biol. 26 (1), 165-173 (1994));supported by full-length cDNA: Ceres:41074."
"ATCTL2.CTL2"	8.74629456425	8.860251948	9.50092292366667	9.745778039	7.6370245445	7.550623858	9.8741262605	10.242385251	9.4920608035	9.8567096675	7.08608909466667	7.746793421	8.133512603	7.7366705415	8.2396698955	8.1943563695	8.1023621105	7.703257282	7.9445518135	9.812354719	9.775969225	5.94484622566667	5.62393598033333	5.9339057225	6.1815737475	5.0044887705	5.36122701	4.63730502	4.5741074695	5.677964357	5.9061206365	5.4172260495	4.626016172	4.708994914	5.298459782	5.970022069	"basic chitinase, putative similar to basic chitinase GB:CAA78843 [Lycopersicon esculentum] (Plant Mol. Biol. 22 (6), 1017-1029 (1993)); supported by cDNA: gi_15724261_gb_AF412071.1_AF412071"
"PRP"	4.79077643275	9.89719052566667	5.11325017433333	10.132536169	5.1014098285	11.23933929	5.2308520515	11.363009315	4.84812838	11.47213068	4.85652229033333	10.410729945	4.8880088735	9.3246540935	4.9458440635	4.869219094	9.80897987	5.0347880265	10.736589525	4.699837669	10.733938625	5.48536145766667	9.280120923	5.90688089	10.1728177425	5.7773829925	10.380263845	5.789262369	10.078440505	5.249212449	8.788972337	5.615891642	5.8061121665	11.62932551	5.897205258	10.582167575	"unknown protein  ;supported by full-length cDNA: Ceres:92314."
"DUF177B"	5.33331535825	5.566964324	5.43052466733333	5.4555410555	5.3425636835	5.4434548685	5.443665297	5.4328991155	5.217813478	5.4748290995	5.667002342	5.611591772	5.313730789	5.2387681685	5.1948664555	5.388336139	5.393542463	5.7708729075	5.9116956435	5.270122103	5.482750826	9.39425881833333	9.38666439766667	9.8435301225	9.9183574835	9.0392156105	9.3733142075	10.285392775	10.28749167	8.063873176	7.5884681745	9.4193211395	7.6931856895	8.4422225905	9.3709192155	9.787232329	"unknown protein  ;supported by full-length cDNA: Ceres:41112."
"ATEXP5.ATEXPA5.ATHEXP.EXP5.EXPA5"	5.207432943	5.26621623666667	5.45937487766667	5.527756382	5.259620222	4.970428692	5.2503914915	5.172802295	5.415084179	5.1062590615	5.44738755866667	5.2955620125	5.230206517	5.225890017	5.124595748	5.1047469925	5.0222350685	5.2213713285	5.224355081	5.3765194765	5.302526864	9.11965387833333	8.64552310033333	8.6109400655	8.4889951805	8.5945117595	9.3071962625	7.4540282195	7.128743636	7.846730789	8.3916632595	8.6224971845	11.444650115	11.024686725	7.80930555	7.6296444585	"expansin At-EXP5 identical to expansin At-EXP5 GB:AAB38071 from [Arabidopsis thaliana]; supported by cDNA: gi_1041703_gb_U30478.1_ATU30478"
"X3.PGDH.PGDH3"	4.58747693975	4.564797785	4.719583847	4.528313993	4.3573623	4.5153043545	4.6774005415	4.5408667275	4.6464145395	4.5852973935	4.85560813033333	4.9137607465	4.868899838	4.8826748155	4.7617601335	4.7918869875	4.427298192	4.7679837765	4.7754996905	4.79552527	4.6363556875	9.15513233066667	9.208431021	7.8753540995	8.3681898435	7.650984684	8.074372081	8.4535571785	8.8723390465	8.181830583	9.197656965	8.435016081	7.061576132	7.7723889105	8.806230649	8.8594969145	"putative D-3-phosphoglycerate dehydrogenase similar to GB:O04130 from [Arabidopsis thaliana]; supported by cDNA: gi_14596140_gb_AY042858.1_"
"NDF4.PnsB3"	4.00544047875	4.15661449366667	4.178654076	4.0980578005	4.069459802	4.16425211	4.109522424	4.1753836705	3.9985649525	4.0536861515	4.13252494633333	4.1427887745	4.0628134225	4.1069045035	4.2434673895	3.986631978	4.059593725	4.219426217	4.1544522425	4.124304923	4.2225618635	8.81452974166667	9.00266798566667	9.6863089755	10.156712273	9.1296095085	9.6000773355	10.250929574	10.53155528	7.784353632	7.7851554545	9.7401939265	6.2128754885	7.2997570135	9.6527482275	10.76174823	"putative 2Fe-2S iron-sulfur cluster protein contains Pfam profile: PF00111 2Fe-2S iron-sulfur cluster binding domains; supported by cDNA: gi_14596158_gb_AY042867.1_"
"ATPRX.PRXQ"	6.067500579	6.303768815	7.07213261566667	6.9963590705	6.3051362225	5.9707268	6.84912609	6.5577740015	6.621538565	6.3797046455	6.79218702033333	6.5668725375	6.49755742	6.20473741	6.664055264	6.342768077	5.94793917	6.378650554	6.5168058055	6.7199035575	6.3298271655	11.47781193	11.6118864833333	11.51422479	11.787394115	11.153227125	11.35271031	11.897632165	11.98070402	10.857327155	10.2807534	11.162632475	8.7952089015	9.774739979	11.845563165	11.853011325	"putative peroxiredoxin similar to peroxiredoxin Q GB:BAA90524 from [Sedum lineare]; supported by cDNA: gi_15081742_gb_AY048264.1_"
"PIFI"	4.965867563	5.05987591633333	5.31776757966667	5.3292635005	5.1527711895	5.0069040045	4.969566797	5.0636524695	4.603815781	4.747447014	5.34326797166667	5.666164995	5.0057132565	5.061161644	4.879884054	4.7411433325	4.7233714145	5.097819173	5.634126118	4.8198732035	4.920677536	11.5595680633333	11.4995304966667	11.57574861	11.944346475	11.059221095	11.45860768	11.980227225	12.27360379	9.0598818945	9.723200132	11.95935564	8.1031926425	8.8825223655	12.10864161	12.270411115	"unknown protein  ; supported by cDNA: gi_13358213_gb_AF325024.2_AF325024"
"LHCB2.LHCB2.3.LHCB2.4"	4.854118642	4.79760436866667	4.98152057833333	5.0284025105	4.7772982805	4.8290521905	4.9453091265	4.940258207	4.763909977	4.7018480535	4.77217970466667	4.87044399	4.8920168465	4.806844888	4.6787479775	4.67695926	4.563250178	4.8867299505	4.9771945425	4.654265831	4.8237751115	9.01146367333333	7.83443272866667	8.968187702	8.3740632985	8.3447682375	9.11134289	9.7968044805	9.3449947235	11.27547728	11.46141938	9.558540847	5.572383108	5.3981366515	8.874222518	8.364061097	"putative chlorophyll A-B binding protein similar to chlorophyll A-B binding protein 151 precursor (LHCP) GB:P27518 from [Gossypium hirsutum];supported by full-length cDNA: Ceres:7700."
"PSAH.1"	6.6133281375	6.82099497133333	7.34241186333333	7.152839589	6.331603822	6.472982795	6.8445261145	7.454331653	7.240988138	7.014811173	7.87594242833333	7.551338234	6.3205397845	6.8999109405	7.338906074	7.2163352165	7.3320369485	8.443995964	8.323417702	6.872409348	6.490872528	13.2283816133333	13.1524288233333	13.349410495	13.48462682	13.150587745	13.374992525	13.48954449	13.348073325	13.334987605	13.35644104	13.700559305	12.410726255	11.881612675	13.624466415	13.4483491	"photosystem I subunit VI precursor identical to GB:CAB52749 from [Arabidopsis thaliana];supported by full-length cDNA: Ceres:9633."
"ABR"	5.3201506555	5.07501503833333	7.83356843066667	6.8456658735	4.909452687	4.742758667	5.149394149	5.4397294985	5.031917184	5.355636147	5.07659411533333	5.0416981245	4.850584286	4.9260893405	4.5936601425	4.7218551525	4.5426467345	4.583622338	4.9228819085	5.171241008	5.130905965	10.7349009733333	10.7001185923333	12.077294135	11.995034785	6.7428383495	6.7916019985	7.7023510465	8.053260699	8.12785151	8.0412454575	6.6650259175	8.2503899345	9.609687435	9.5433614365	10.1202805245	"unknown protein similar to pollen coat protein GB:CAA63531 from [Brassica oleracea]; supported by cDNA: gi_14335127_gb_AY037243.1_"
"ATLTL1.LTL1"	4.56924844925	4.472714211	4.56666216866667	4.623620181	4.4843915355	4.5449476705	4.335549917	4.558163965	4.326322199	4.4078585305	4.50730294	4.5668423895	4.5230779295	4.5657199385	4.534343927	4.517886019	4.434536511	4.443803683	4.7110986315	4.362929992	4.542792987	9.48279614233333	8.58850537566667	8.809378035	8.5824777185	8.77239219	8.454989085	7.5433588375	7.259276349	6.720634337	6.544833121	8.6650016065	10.655637685	9.6411437325	8.1053713865	8.270736659	"putative GDSL-motif lipase/acylhydrolase contains Pfam profile: lipase/acylhydrolase with GDSL-like motif;supported by full-length cDNA: Ceres:1323."
"ATF1.TRXF1"	5.7653057445	6.19803591933333	6.58341881466667	6.503981218	6.3444335945	5.8019327515	6.4843780485	6.174829491	6.432325269	6.206214696	6.585633851	6.3883175215	6.484578124	5.979557058	6.5219111635	6.0579081985	5.5643744935	6.8353398945	6.8298646875	6.56559187	6.4568855475	10.4039367756667	11.0941229566667	11.193638035	11.561473365	10.89596771	11.372944315	11.58334191	11.692558355	9.3904463155	9.386981909	11.070562815	9.1713253265	9.983287648	11.38944986	11.43414753	"thioredoxin f1 identical to thioredoxin f1 GB:AF144385 [Arabidopsis thaliana];supported by full-length cDNA: Ceres:11767."
"AtLtpI.6.LTP6"	6.9763154135	6.30009435	5.32495813333333	5.2804879275	6.1307932525	5.718314315	5.0911388885	5.5265758815	5.633100905	6.2491487955	6.16754585933333	6.163569378	5.140521718	5.3444550555	5.227504342	7.3356841995	6.5261737435	4.606808624	4.93773056	4.930304352	5.451196039	10.4083620826667	9.63342267733333	10.17067788	9.7454950065	9.729615624	9.446831504	8.6275565925	8.326331332	6.7489485195	6.3182761205	8.644756237	10.74668328	10.40875006	9.735506427	9.4448730295	"putative nonspecific lipid-transfer protein similar to nonspecific lipid-transfer protein GB:Q43019 [Prunus dulcis];supported by full-length cDNA: Ceres:26569."
"HRA1"	5.38015296825	11.6960424	5.71414169966667	11.550954245	5.73791555	12.33157873	5.8441435185	11.90329814	5.976698607	12.11751367	6.16582744333333	12.500540055	5.290991	12.55587459	5.9788142265	5.673677189	12.69749513	5.4422555105	12.115829505	5.922065223	11.997281305	6.01954653833333	10.8859444183333	5.867673027	10.89463875	6.0510610425	11.43809886	6.129307356	10.705468525	5.492634008	11.75673444	5.662479587	6.0844813065	11.926108995	6.5368521625	11.986940915	"unknown protein predicted by genscan, est match"
"AtMDAR3.MDAR3"	9.7282230885	11.2540365733333	8.24305817233333	10.159687445	9.0643278235	11.471937965	8.57946587	10.868577545	8.875486907	11.18022204	9.04652775966667	10.81311325	8.8890931595	10.376736375	9.25185728	9.6511332595	11.638329265	11.98383094	13.21336508	8.663691079	10.788742675	5.58461745966667	5.59010702	5.77225453	5.7890487495	5.973908067	5.9973296245	5.494417669	5.8406241905	5.4156515225	5.50412022	5.4634191365	6.5590061715	5.6824254185	5.6140208645	5.7123011115	"putative monodehydroascorbate reductase (NADH) similar to monodehydroascorbate reductase (NADH) GB:JU0182 [Cucumis sativus]; supported by full-length cDNA: Ceres: 11160."
"PnsL3.PQL1.PQL2"	4.587856795	4.64159734366667	4.63916381	4.663988894	4.6024797295	4.522793228	4.5869322925	4.4837404635	4.36826677	4.426817565	4.59203603866667	4.6186536795	4.3986157085	4.638191002	4.479712179	4.4621488625	4.496774445	4.490444003	4.560771883	4.43536345	4.530301834	7.76485877633333	8.05429677133333	7.375098838	8.682411	7.2812169265	7.510172776	9.136667586	9.455652494	5.709392315	5.888931914	7.8723160365	5.985527853	6.0491943855	7.727617091	8.4075504455	"hypothetical protein predicted by genscan+;supported by full-length cDNA: Ceres:13653."
"LHCB4.2"	6.022144245	5.67478646866667	6.17482349966667	5.962731699	5.583732869	5.510595243	5.8894338485	5.770014078	5.9648802505	5.5543701765	5.91995125166667	6.069138314	5.8070603905	5.3854431195	6.4567581315	6.246559542	5.484614855	8.008932313	6.49992108	5.2684419795	5.314293935	13.4646382933333	12.42734822	12.935068705	12.5140515	12.26511836	12.001361175	13.13948687	12.600527415	12.23022711	11.7513393	12.644383795	10.96973515	10.95245086	12.77953721	12.373481825	"putative chlorophyll a/b-binding protein similar to chlorophyll a/b-binding protein (CP29) GB:S33443 [Arabidopsis thaliana], identical to Lhcb4.2 protein GB:AAD28774 [Arabidopsis thaliana]; supported by cDNA: gi_4741953_gb_AF134127.1_AF134127"
"LAC7"	11.0794791925	11.2534499133333	9.898618786	10.47213981	10.650210385	11.466316045	10.514183925	11.16807482	11.09223728	11.55137541	11.1840526966667	11.61336174	11.216300235	11.25329309	10.991702715	11.76112649	12.217090695	10.411975415	11.35206507	9.660284467	9.8909091765	6.615164695	6.74385026866667	6.3623028635	6.2527914595	6.1611793495	6.4231046455	6.272130965	6.4241823915	6.4363860465	6.5101481535	6.212284781	6.1865813625	6.02956407	7.3027603245	7.2156734905	"putative laccase similar to laccase GB:CAA74105 [Populus balsamifera subsp. trichocarpa]; contains Pfam profile: Multicopper oxidases"
"ATBCA1.ATSABP3.CA1.SABP3"	5.137903695	5.064769609	5.57002156133333	5.499460161	5.5302916745	4.9957027915	5.049156456	5.1301260065	4.7689236165	4.973024565	5.15607717066667	5.392003581	5.2356451135	5.5502951915	5.4061310085	4.9951465425	4.8864086185	5.054963624	5.7236395535	5.123950643	5.4094780285	13.2327384566667	13.2887747733333	12.50407693	12.99904137	12.233602785	12.450128835	13.161832075	13.239769235	12.16535871	12.011062165	12.414845335	10.28783909	11.3021411	12.996699215	13.52442095	"carbonic anhydrase, chloroplast precursor identical to carbonic anhydrase, chloroplast precursor GB:P27140 [Arabidopsis thaliana]; supported by cDNA: gi_15810272_gb_AY056175.1_"
"AHP4"	3.89623292675	3.92377814133333	4.107726893	4.0393300625	3.7674740695	4.029813586	4.0501289355	4.132493262	3.9640031165	4.2472406575	4.61888545433333	4.546266164	6.159047387	6.705856708	5.005614831	3.923512082	3.9901758665	4.187881563	4.2613731055	3.9796146875	4.4407060425	4.42809201233333	4.36165093133333	4.620730648	4.8556920845	5.084078774	5.7032925525	4.380483139	4.7047081495	10.046403929	10.3395813	6.6691097445	4.0667441395	4.1171761595	4.9084304675	5.421472729	"putative two-component phosphorelay mediator similar to two-component phosphorelay mediators (ATHP1-3) GB:BAA37110, GB:BAA37111, GB:BAA37112 (Arabidopsis thaliana); supported by cDNA: gi_7630186_dbj_AB041766.1_AB041766"
"SAUR27"	4.038960101	4.25121491066667	4.06356326733333	4.276156407	4.1160055435	4.2586502715	4.1144509075	4.2602773265	4.001688235	4.210034902	4.169352723	4.190584916	4.2138141765	4.2691134795	4.0345455625	3.9672140655	4.2214814355	4.3348006445	4.9245611375	4.081390101	4.3190152875	5.688599534	6.68351743333333	6.2702747315	7.8708390735	6.1482153945	7.904131908	5.523122347	7.3246093095	4.6900531945	4.9456722785	6.930585771	7.8629029685	8.2617617745	5.6541060345	6.938816706	"putative auxin-induced protein similar to SAUR GB:BAA25434 [Raphanus sativus]"
"ATST4B.ST4B"	9.5864867565	8.50343009533333	9.04237625033333	8.0316548835	10.223293673	9.1814458145	7.7338250725	7.6493396375	8.388255333	8.5355668085	7.77199262866667	6.879249679	7.895304582	7.69209164	8.0838572775	8.656858684	8.5934838605	10.730269805	10.329627095	8.4102116495	8.1731229105	4.560687452	4.631705683	4.5524941045	4.718634778	4.56259623	4.3932200295	4.6583045545	4.7153544715	4.5437908085	4.4872175875	4.450200727	4.6859743725	4.570672494	4.5124272535	4.3107456385	"steroid sulfotransferase, putative similar to steroid sulfotransferase 1 GI:3420004 from (Brassica napus);supported by full-length cDNA: Ceres:150484."
"PRA1.F1"	4.876200212	4.79784090733333	4.73685481166667	5.020278255	5.229711754	5.4461980585	4.846032734	4.9473216275	4.7817893385	4.9163604305	4.85831213733333	4.9169864785	4.832385623	4.9917505185	4.6029010105	4.722488761	4.7562970015	5.062540238	4.9120156845	4.879073239	4.952279427	7.64747049566667	6.61464119166667	8.773597052	8.380219726	8.6037142935	7.7571348975	8.3802735705	7.668801104	5.587258045	5.333050385	8.7975494445	5.180192788	5.06754729	7.835446636	7.986987757	"hypothetical protein predicted by genemark.hmm"
"CP24.LHCB6"	6.54222545475	6.47611606033333	7.26774615433333	7.084096475	6.409584776	6.210443002	6.7681883865	6.878955121	6.583533988	6.7580267775	7.14069055	7.156201009	6.6069155325	6.5070052185	7.1241739025	6.2904451055	6.2902689645	7.8891777215	7.2761992315	6.5993353535	6.6931439765	12.9733447233333	12.59431674	12.547364505	12.7351364	12.19007813	12.07061309	13.174057395	12.682347315	13.257009075	12.9687686	12.73495887	11.599611155	11.49372489	12.324826695	12.414716285	"chlorophyll binding protein, putative similar to chlorophyll binding protein GI:169213 from [Petunia hybrida]"
"ALT1"	4.823736348	4.77519692333333	4.79635225633333	5.3336965075	4.8279231105	4.836795727	4.8126179205	4.8932523865	4.7277125315	4.731794418	4.93395174133333	4.878203687	4.6746472485	4.763506929	4.604364123	4.9016147015	4.5605557205	4.5008838215	4.781930614	4.5382831335	4.705360043	6.72426574566667	7.12801399733333	7.6557965385	7.1511210025	9.1903768375	8.409868026	6.575306456	6.732271726	6.656482851	6.332655112	8.045163985	10.33850974	10.32369523	7.200978046	6.195927004	"unknown protein ;supported by full-length cDNA: Ceres:19191."
"LTPG1"	7.61404111025	7.18980120233333	6.87245716066667	6.5767238145	7.329882277	6.802973804	6.889798982	6.5815681505	6.6591812	6.714042442	7.525659082	7.113046135	6.611931686	6.2804561555	6.686157133	8.4494544265	7.6880160105	5.566236751	5.8640690845	6.3886360965	6.4312692985	10.7662991233333	10.16693992	11.427601755	11.39411017	11.581425235	11.79159969	10.48132513	10.64050456	10.59121688	10.143128095	11.9374694	12.59233121	12.52659754	11.190479445	10.98383911	"lipid transfer protein, putative contains Pfam profile: PF00279: Plant lipid transfer protein family; supported by full-length cDNA: Ceres: 15027."
"GAPB"	6.30073861975	6.376188077	7.22894739933333	6.8807378745	6.4922264855	6.2013881835	7.002114062	6.916342738	6.6458785885	6.106451591	7.46962526066667	7.288094821	7.011322462	6.615642671	7.406095603	6.2871275975	6.177968629	7.0738155495	6.763979341	6.9479969975	6.5135697375	13.47470512	13.6513082433333	13.074712085	13.215916515	12.627036075	12.969283085	13.101768775	13.048785195	12.34760758	12.485304225	12.751044155	11.88375213	12.57720119	13.31430427	13.37900267	"glyceraldehyde-3-phosphate dehydrogenase identical to glyceraldehyde-3-phosphate dehydrogenase GI:166708 [Arabidopsis thaliana] (Gene 104, 133-138 (1991)); supported by cDNA: gi_14517407_gb_AY039539.1_"
"ATBG1.BGL1.BGLU18"	4.60485194225	4.38973957033333	4.77256641	4.619833614	4.603989264	4.464594676	4.6719020765	4.5098569615	4.702002303	4.3426241825	4.87944319333333	4.9004090545	4.6896419795	4.6513292685	4.609343752	4.553639762	4.4930015235	4.597363717	4.5712110905	4.5777425765	4.817454602	10.9162363933333	10.4034645813333	9.1325008205	9.18557166	10.98904066	10.70750995	8.796284897	8.7016232455	7.7498349625	8.1702113195	9.913827826	10.839960715	10.35086185	10.70077367	11.099716475	"beta-glucosidase, putative identical to GI:6651430 from [Arabidopsis thaliana]; supported by cDNA: gi_14532461_gb_AY039855.1_"
